ID	SCT_ID	SCT_FSN	Laterality_ID	Laterality	Short_Code	Multi_Factor	Status	Deprecate_Reason	Diagnostic	Interventional	Substitute	Preferred	Synonym1	Synonym2	Synonym3
56013	321971000000108	Fluoroscopy guided repair of upper limb bone fracture by nailing (procedure)			FPLUBM	2	I	X	N	Y	FPLUBM	Orthopaedic pinning upper limb Both	Upper limb pinning Both		
56014	321971000000108	Fluoroscopy guided repair of upper limb bone fracture by nailing (procedure)			FPLULM	1	I	X	N	Y	FPLULM	Orthopaedic pinning upper limb Lt	Upper limb pinning Lt		
56015	322581000000109	Fluoroscopic peroral pneumocolon (procedure)			FPNEU	1	I	X	Y	N	FPNEU	Per oral pneumocolon	Pneumocolon per oral		
56016	322591000000106	Fluoroscopic percutaneous transhepatic cholangiography for catheter patency check (procedure)			FPTCP	1	A		Y	N		PTC Catheter patency check	Patency check PTC catheter		
56017	321971000000108	Fluoroscopy guided repair of upper limb bone fracture by nailing (procedure)			FPULRM	1	I	X	N	Y	FPULRM	Orthopaedic pinning upper limb Rt	Upper limb pinning Rt		
56018	322601000000100	Fluoroscopic retrograde ureteropyelography (procedure)			FRETB	2	I	X	Y	N	FRETB	Retrograde ureteropyelogram Both	Ureteropyelogram retrograde Both		
56019	322601000000100	Fluoroscopic retrograde ureteropyelography (procedure)			FRETL	1	I	X	Y	N	FRETL	Retrograde ureteropyelogram Lt	Ureteropyelogram retrograde Lt		
56020	322601000000100	Fluoroscopic retrograde ureteropyelography (procedure)			FRETR	1	I	X	Y	N	FRETR	Retrograde ureteropyelogram Rt	Ureteropyelogram retrograde Rt		
56021	321981000000105	Fluoroscopy guided revision of cardiac defibrillator (procedure)			FRICD	1	A		N	Y		Cardiac defibrillator revision	Defibrillator revision cardiac	ICD revision	
56022	321991000000107	Fluoroscopy guided revision of permanent cardiac pacemaker (procedure)			FRPPM	1	A		N	Y		Cardiac permanent pacemaker revision	Pacemaker permanent revision	PPM revision	
56023	322551000000103	Fluoroscopy of sacrum (procedure)			FSACM	1	I	X	Y	N	FSACM	Fluoroscopy sacrum	Sacrum fluoroscopy		
56024	322481000000108	X-ray of sacrum using mobile image intensifier (procedure)			FSACMM	1	I	X	Y	N	FSACMM	Mobile image intensifier sacrum	Sacrum mobile image intensifier	Image intensifier sacrum	
56025	322611000000103	Fluoroscopy of barium small bowel meal and follow through (procedure)			FSBMF	1	I	X	Y	N	FSBMF	Barium small bowel meal & follow through	Meal & follow through small bowel	Small bowel meal & follow through	
56026	322001000000105	Fluoroscopy guided biopsy of shoulder (procedure)			FSHRBB	2	I	X	Y	N	FSHRBB	Fluoroscopic guided biopsy shoulder Both	Shoulder biopsy fluoroscopic guided Both		
56027	322011000000107	Fluoroscopy guided injection of shoulder (procedure)			FSHRBJ	2	I	X	N	Y	FSHRBJ	Fluoro guided injection shoulder Both	Shoulder Injection Fluoro guided Both		
56028	322021000000101	Fluoroscopy guided aspiration of shoulder (procedure)			FSHRBN	2	I	X	N	Y	FSHRBN	Fluoro guided aspiration shoulder Both	Shoulder Aspiration Fluoro guided Both		
56029	322001000000105	Fluoroscopy guided biopsy of shoulder (procedure)			FSHRLB	1	I	X	Y	N	FSHRLB	Fluoroscopic guided biopsy shoulder Lt	Shoulder biopsy fluoroscopic guided Lt		
56030	322011000000107	Fluoroscopy guided injection of shoulder (procedure)			FSHRLJ	1	I	X	N	Y	FSHRLJ	Fluoro guided injection shoulder Lt	Shoulder Injection Fluoro guided Lt		
56031	322021000000101	Fluoroscopy guided aspiration of shoulder (procedure)			FSHRLN	1	I	X	N	Y	FSHRLN	Fluoro guided aspiration shoulder Lt	Shoulder Aspiration Fluoro guided Lt		
56032	322001000000105	Fluoroscopy guided biopsy of shoulder (procedure)			FSHRRB	1	I	X	Y	N	FSHRRB	Fluoroscopic guided biopsy shoulder Rt	Shoulder biopsy fluoroscopic guided Rt		
56033	322011000000107	Fluoroscopy guided injection of shoulder (procedure)			FSHRRJ	1	I	X	N	Y	FSHRRJ	Fluoro guided injection shoulder Rt	Shoulder Injection Fluoro guided Rt		
56034	322021000000101	Fluoroscopy guided aspiration of shoulder (procedure)			FSHRRN	1	I	X	N	Y	FSHRRN	Fluoro guided aspiration shoulder Rt	Shoulder Aspiration Fluoro guided Rt		
56035	1414009	Angiography of arteriovenous shunt (procedure)			FSHUN	1	A		Y	N		Shuntogram			
56036	322031000000104	Fluoroscopy guided injection of sacroiliac joint (procedure)			FSIJBJ	2	I	X	N	Y	FSIJBJ	Fluoro guided Inj sacroiliac joint Both	Sacroiliac joint Inj Fluoro guided Both		
56037	322031000000104	Fluoroscopy guided injection of sacroiliac joint (procedure)			FSIJLJ	1	I	X	N	Y	FSIJLJ	Fluoro guided Inj sacroiliac joint Lt	Sacroiliac Jt injection Fluoro guided Lt		
56038	322031000000104	Fluoroscopy guided injection of sacroiliac joint (procedure)			FSIJRJ	1	I	X	N	Y	FSIJRJ	Fluoro guided Inj sacroiliac joint Rt	Sacroiliac Jt injection Fluoro guided Rt		
56039	322041000000108	Fluoroscopy guided skin marking (procedure)			FSKMA	1	I	X	Y	N	FSKMA	Fluoroscopic guided skin marking	Skin marking fluoroscopic guided		
56040	168998008	Fluoroscopy - skull (procedure)			FSKUH	1	A		Y	N		Fluoroscopy skull	Skull fluoroscopy		
56041	322051000000106	Fluoroscopy guided biopsy of small intestine (procedure)			FSMBOB	1	I	X	Y	N	FSMBOB	Fluoroscopic guided small bowel biopsy	Biopsy small bowel Fluoro guided	Small bowel biopsy Fluoro guided	
56042	322061000000109	Fluoroscopy guided biopsy of soft tissue (procedure)			FSOFTB	1	I	X	Y	N	FSOFTB	Fluoroscopic guided biopsy soft tissue	Biopsy soft tissue fluoroscopic guided	Soft tissue biopsy fluoroscopic guided	
56043	310781000000107	Fluoroscopy guided insertion of stent (procedure)			FSTENS	1	I	X	N	Y	FSTENS	Fluoroscopic guided stent insertion	Stent insertion fluoroscopic guided		
56044	322621000000109	Fluoroscopy of spine for sympathectomy (procedure)			FSYMPM	1	I	X	N	Y	FSYMPM	Fluoroscopy for sympathectomy	Spine fluoroscopy		
56045	322081000000100	Fluoroscopy guided biopsy of femur (procedure)			FTHIBB	2	I	X	Y	N	FTHIBB	Fluoroscopic guided biopsy femur Both	Femur biopsy fluoroscopic guided Both		
56046	322081000000100	Fluoroscopy guided biopsy of femur (procedure)			FTHILB	1	I	X	Y	N	FTHILB	Fluoroscopic guided biopsy femur Lt	Femur biopsy fluoroscopic guided Lt		
56047	322081000000100	Fluoroscopy guided biopsy of femur (procedure)			FTHIRB	1	I	X	Y	N	FTHIRB	Fluoroscopic guided biopsy femur Rt	Femur biopsy fluoroscopic guided Rt		
56048	322491000000105	X-ray of thorax using mobile image intensifier (procedure)			FTHOXM	1	I	X	Y	N	FTHOXM	Mobile image intensifier thorax	Thorax mobile image intensifier	II thorax	Chest mobile image intensifier
56049	334411000000108	Fluoroscopy guided insertion of transjugular intrahepatic portosystemic shunt stent (procedure)			FTIPG	1	I	X	Y	N	FTIPG	TIPS Stent tipsogram	Stent tipsogram		
56050	322641000000102	Fluoroscopy of thoracic spine (procedure)			FTSPN	1	I	X	Y	N	FTSPN	Fluoroscopy thoracic spine	Thoracic spine fluoroscopy		
56051	322501000000104	X-ray of thoracic spine using mobile image intensifier (procedure)			FTSPNM	1	I	X	Y	N	FTSPNM	Mobile image intensifier thoracic spine	Thoracic spine mobile image intensifier	Image intensifier thoracic spine	
56052	315028004	Contrast radiography via drain (procedure)			FTUBG	1	I	X	Y	N	FTUBG	Tubogram			
56053	322091000000103	Fluoroscopy guided biopsy of humerus (procedure)			FUPABB	2	I	X	Y	N	FUPABB	Fluoroscopic guided biopsy humerus Both	Humerus biopsy fluoroscopic guided Both		
56054	322091000000103	Fluoroscopy guided biopsy of humerus (procedure)			FUPALB	1	I	X	Y	N	FUPALB	Fluoroscopic guided biopsy humerus Lt	Humerus biopsy fluoroscopic guided Lt		
56055	322091000000103	Fluoroscopy guided biopsy of humerus (procedure)			FUPARB	1	I	X	Y	N	FUPARB	Fluoroscopic guided biopsy humerus Rt	Humerus biopsy fluoroscopic guided Rt		
56056	322511000000102	X-ray of upper limb using mobile image intensifier (procedure)			FUPLBM	2	I	X	Y	N	FUPLBM	Mobile image intensifier upper limb Both	Upper limb mobile image intensifier Both	Image intensifier upper limb Both	
56057	322511000000102	X-ray of upper limb using mobile image intensifier (procedure)			FUPLLM	1	I	X	Y	N	FUPLLM	Mobile image intensifier upper limb Lt	Upper limb mobile image intensifier Lt	Image intensifier upper limb Lt	
56058	322511000000102	X-ray of upper limb using mobile image intensifier (procedure)			FUPLRM	1	I	X	Y	N	FUPLRM	Mobile image intensifier upper limb Rt	Upper limb mobile image intensifier Rt	Image intensifier upper limb Rt	
56059	418156009	Fluoroscopic vaginography (procedure)			FVAGG	1	A		Y	N		Fluoroscopic vaginogram	Vaginogram fluoroscopic		
56060	322681000000105	Fluoroscopic transfemoral venography of hepatic vein (procedure)			FVEHF	1	I	X	Y	N	FVEHF	Venogram hepatic transfemoral	Hepatic venogram transfemoral	transfemoral hepatic venogram	
56061	322691000000107	Fluoroscopic transjugular venography of hepatic vein (procedure)			FVEHJ	1	I	X	Y	N	FVEHJ	Venogram hepatic transjugular	Hepatic venogram transjugular	transjugular hepatic venogram	
56062	322701000000107	Fluoroscopic percutaneous venography of hepatic vein (procedure)			FVEHP	1	I	X	Y	N	FVEHP	Venogram hepatic percutaneous	Hepatic venogram percutaneous	Percutaneous hepatic venogram	
56063	27821009	Venography of jugular vein (procedure)			FVENJU	1	A		Y	N		Venogram jugular	Jugular venogram		
56064	419108008	Fluoroscopic pharyngography (procedure)			FVLPH	1	A		Y	N		Fluoroscopy velopharynx	Velopharynx fluoroscopy		
56065	322711000000109	Fluoroscopic percutaneous venography of ovarian vein (procedure)			FVOVB	2	I	X	Y	N	FVOVB	Venogram ovarian Both	Ovarian venogram Both		
56066	322711000000109	Fluoroscopic percutaneous venography of ovarian vein (procedure)			FVOVL	1	I	X	Y	N	FVOVL	Venogram ovarian Lt	Ovarian venogram Lt		
56067	322711000000109	Fluoroscopic percutaneous venography of ovarian vein (procedure)			FVOVR	1	I	X	Y	N	FVOVR	Venogram ovarian Rt	Ovarian venogram Rt		
56068	322101000000106	Fluoroscopy guided venous sampling (procedure)			FVSAM	1	I	X	Y	N	FVSAM	Fluoroscopic guided venous sampling	Venous sampling fluoroscopic guided		
56069	322121000000102	Fluoroscopy guided venous sampling of hepatic vein (procedure)			FVSHE	1	I	X	Y	N	FVSHE	Venous sampling hepatic	Hepatic venous sampling		
56070	322131000000100	Fluoroscopy guided venous sampling of ovarian vein (procedure)			FVSOV	1	I	X	Y	N	FVSOV	Venous sampling ovarian	Ovarian venous sampling		
56071	322141000000109	Fluoroscopy guided venous sampling of parathyroid vein (procedure)			FVSPT	1	I	X	Y	N	FVSPT	Venous sampling parathyroid	Parathyroid venous sampling		
56072	312731002	Subclavian venography (procedure)			FVSUV	1	A		Y	N		Venogram subclavian	Subclavian venogram		
56073	322721000000103	Fluoroscopic percutaneous cerebral angiography for Wada test (procedure)			FWADA	1	A		Y	N		Wada study	Wada test		
56074	312621000000101	Fluoroscopy guided biopsy of wrist (procedure)			FWRIBB	2	I	X	Y	N	FWRIBB	Fluoroscopic guided biopsy wrist Both	Wrist biopsy fluoroscopic guided Both		
56075	312631000000104	Fluoroscopy guided injection of wrist (procedure)			FWRIBJ	2	I	X	N	Y	FWRIBJ	Fluoroscopic guided injection wrist Both	Wrist injection fluoroscopic guided Both		
56076	312761000000104	Fluoroscopy guided aspiration of wrist (procedure)			FWRIBN	2	I	X	N	Y	FWRIBN	Fluoro guided aspiration wrist Both	Wrist aspiration Fluoro guided Both		
56077	312621000000101	Fluoroscopy guided biopsy of wrist (procedure)			FWRILB	1	I	X	Y	N	FWRILB	Fluoroscopic guided biopsy wrist Lt	Wrist biopsy fluoroscopic guided Lt		
56078	312631000000104	Fluoroscopy guided injection of wrist (procedure)			FWRILJ	1	I	X	N	Y	FWRILJ	Fluoroscopic guided injection wrist Lt	Wrist injection fluoroscopic guided Lt		
56079	312761000000104	Fluoroscopy guided aspiration of wrist (procedure)			FWRILN	1	I	X	N	Y	FWRILN	Fluoroscopic guided aspiration wrist Lt	Wrist aspiration Fluoro guided Lt		
56080	312621000000101	Fluoroscopy guided biopsy of wrist (procedure)			FWRIRB	1	I	X	Y	N	FWRIRB	Fluoroscopic guided biopsy wrist Rt	Wrist biopsy fluoroscopic guided Rt		
56081	312631000000104	Fluoroscopy guided injection of wrist (procedure)			FWRIRJ	1	I	X	N	Y	FWRIRJ	Fluoroscopic guided injection wrist Rt	Wrist injection fluoroscopic guided Rt		
56082	312761000000104	Fluoroscopy guided aspiration of wrist (procedure)			FWRIRN	1	I	X	N	Y	FWRIRN	Fluoroscopic guided aspiration wrist Rt	Wrist aspiration Fluoro guided Rt		
56083	336821000000107	Fluoroscopy of colostomy water soluble contrast enema (procedure)			FWSCY	1	I	X	Y	N	FWSCY	Colostomy water soluble contrast enema	Enema colostomy water soluble	Water soluble colostomy enema	
56084	336801000000103	Fluoroscopy of ileostomy water soluble contrast enema (procedure)			FWSIY	1	I	X	Y	N	FWSIY	Ileostomy water soluble contrast enema	Enema ileostomy water soluble	Water soluble iliostomy enema	
56085	322651000000104	Fluoroscopy of whole spine (procedure)			FWSPN	1	I	X	Y	N	FWSPN	Fluoroscopy whole spine	Whole spine fluoroscopy		
56086	322661000000101	Fluoroscopy of water soluble contrast swallow and meal (procedure)			FWSSM	1	I	X	Y	N	FWSSM	Water soluble contrast swallow & meal	Swallow & meal water soluble		
56087	322671000000108	Fluoroscopy of therapeutic water soluble enema (procedure)			FWSTE	1	I	X	N	Y	FWSTE	Enema therapeutic water soluble	Therapeutic water soluble enema		
56088	312531000000100	Fluoroscopic angiography of abdominal aorta with insertion of stent graft (procedure)			IAASGS	1	I	X	N	Y	IAASGS	Stent graft abdominal aorta	Abdominal aorta stent graft		
56089	310821000000104	Fluoroscopy guided aspiration of abdomen (procedure)			IABDON	1	I	X	N	Y	IABDON	Fluoroscopic guided aspiration abdomen	Abdomen aspiration fluoroscopic guided	Aspiration abdomen fluoroscopic guided	
56090	324931000000108	Fluoroscopy guided intravascular ultrasound thrombolysis (procedure)			IACLY	1	I	X	N	Y	IACLY	Acolysis			
56091	312651000000106	Fluoroscopic percutaneous transluminal angioplasty of coronary artery (procedure)			IACOAP	1	I	X	Y	N	IACOAP	Cardiac Angio PTCA	Cardiac Angio PTCA	PTCA cardiac Angio	
56092	312641000000108	Fluoroscopy guided retrieval of intravascular foreign body (procedure)			IAFBOX	1	I	X	N	Y	IAFBOX	Intravascular foreign body retrieval	Foreign body retrieval intravascular	FB retrieval intravascular	
56093	313591000000108	Fluoroscopy guided percutaneous injection of alcohol (procedure)			IALCOJ	1	I	X	N	Y	IALCOJ	Percutaneous alcohol injection	Alcohol injection percutaneous		
56094	312851000000105	Fluoroscopy guided insertion of apheresis catheter (procedure)			IAPHCI	1	I	X	N	Y	IAPHCI	Apheresis catheter insertion	Catheter insertion apheresis		
56095	312661000000109	Fluoroscopy guided closure of atrial septal defect (procedure)			IASDC	1	I	X	N	Y	IASDC	Cardiac atrial septal closure	Atrial septal closure cardiac		
56096	310181000000108	Fluoroscopy guided drainage (procedure)			IASDRD	1	I	X	N	Y	IASDRD	Fluoroscopic guided drainage	Drainage fluoroscopic guided		
56097	310731000000108	Fluoroscopy guided aspiration (procedure)			IASPNN	1	I	X	N	Y	IASPNN	Fluoroscopic guided aspiration	Aspiration fluoroscopic guided		
56098	312701000000103	Fluoroscopy guided percutaneous transluminal atherectomy by laser (procedure)			IATHAX	1	A		N	Y		Atherectomy laser	Laser atherectomy		
56099	312741000000100	Fluoroscopy guided percutaneous transluminal atherectomy by cutting balloon (procedure)			IATHCX	1	A		N	Y		Atherectomy cutting balloon	Cutting balloon atherectomy		
56100	312721000000107	Fluoroscopy guided percutaneous transluminal atherectomy by rotary cutter (procedure)			IATHOX	1	A		N	Y		Atherectomy rotor	Rotor atherectomy		
56101	312731000000109	Fluoroscopic angiography and atherectomy (procedure)			IATHYX	1	I	X	N	Y	IATHYX	Atherectomy			
56102	310861000000107	Fluoroscopic angioplasty of vein graft (procedure)			IAVGTP	1	I	X	N	Y	IAVGTP	Angioplasty vein graft	Vein graft angioplasty		
56103	312551000000107	Fluoroscopy guided biliary internal and external drainage (procedure)			IBIIXD	1	I	X	N	Y	IBIIXD	Biliary internal external drainage			
56104	310311000000104	Fluoroscopy guided biliary drainage (procedure)			IBILDD	1	I	X	N	Y	IBILDD	Fluoroscopic guided biliary drainage	Drainage biliary fluoroscopic guided	Biliary drainage fluoroscopic guided	
56105	312461000000106	Fluoroscopy guided change of biliary drain (procedure)			IBILDG	1	I	X	N	Y	IBILDG	Biliary drain change	Drain change biliary		
56106	310891000000101	Fluroscopy guided dilatation of bile duct (procedure)			IBILDP	1	I	X	N	Y	IBILDP	Biliary bile duct dilatation	Bile duct dilatation	Dilatation bile duct	
56107	312561000000105	Fluoroscopy guided biliary external drainage (procedure)			IBILXD	1	I	X	N	Y	IBILXD	Biliary external drainage	Drainage external biliary		
56108	310751000000101	Fluoroscopy guided biopsy (procedure)			IBIOPB	1	I	X	Y	N	IBIOPB	Fluoroscopic guided biopsy	Biopsy fluoroscopic guided		
56109	323621000000104	Fluoroscopy guided caecostomy (procedure)			ICAECD	1	I	X	N	Y	ICAECD	Caecostomy			
56110	312871000000101	Fluoroscopy guided cardiac ablation (procedure)			ICARDA	1	I	X	N	Y	ICARDA	Cardiac ablation	Ablation cardiac		
56111	324941000000104	Fluoroscopy guided cardioversion (procedure)			ICARV	1	I	X	N	Y	ICARV	Cardioversion			
56112	312801000000109	Fluoroscopy guided insertion of biventricular implantable cardioverter defibrillator (procedure)			ICDBVI	1	I	X	N	Y	ICDBVI	Cardiac Biventricular ICD insertion			
56113	323641000000106	Flouroscopy guided insertion of cardiac defibrillator (procedure)			ICDEFI	1	I	X	N	Y	ICDEFI	Cardiac defibrillator implant	Defibrillator implant cardiac		
56114	312891000000102	Fluoroscopy guided replacement of cardiac defibrillator (procedure)			ICDEU	1	I	X	N	Y	ICDEU	Cardiac defibrillator upgrade	Defibrillator upgrade cardiac		
56115	312891000000102	Fluoroscopy guided change of cardiac defibrillator (procedure)			ICDEXG	1	I	X	N	Y	ICDEXG	Cardiac defibrillator change	Defibrillator change cardiac		
56116	323091000000105	Fluoroscopy guided cholecystostomy (procedure)			ICHOSD	1	I	X	N	Y	ICHOSD	Cholecystostomy			
56117	313601000000102	Fluoroscopic mitral valvuloplasty (procedure)			ICMVAP	1	I	X	N	Y	ICMVAP	Cardiac mitral valvuloplasty	Mitral valvuloplasty cardiac		
56118	334351000000100	Fluoroscopy guided intravascular ultrasound doppler scan of coronary artery (procedure)			ICORD	1	I	X	Y	N	ICORD	Intracoronary doppler 	Doppler intracoronary		
56119	310901000000100	Fluoroscopy guided dilatation of colon and rectum (procedure)			ICOREP	1	I	X	N	Y	ICOREP	Colorectal dilatation	Dilatation colorectal		
56120	313611000000100	Fluoroscopy guided repair of heart valve (procedure)			ICVAPP	1	I	X	N	Y	ICVAPP	Cardiac valvuloplasty	Valvuloplasty cardiac		
56121	312861000000108	Fluoroscopy guided conversion of biliary external drainage to internal and external drainage (procedure)			ICXIXG	1	I	X	N	Y	ICXIXG	Biliary Ext to Int Ext drain conversion	Drainage conversion Ext to Int/Ext		
56122	324951000000101	Fluoroscopic dacrocystoplasty (procedure)			IDCGBP	2	I	X	N	Y	IDCGBP	Dacrocystoplasty Both			
56123	310141000000100	Fluoroscopic dacroystography with insertion of stent (procedure)			IDCGBS	2	I	X	Y	N	IDCGBS	Dacrocystogram stent Both	Stent dacrocystogram Both		
56124	324951000000101	Fluoroscopic dacrocystoplasty (procedure)			IDCGLP	1	I	X	N	Y	IDCGLP	Dacrocystoplasty Lt			
56125	310141000000100	Fluoroscopic dacroystography with insertion of stent (procedure)			IDCGLS	1	I	X	Y	N	IDCGLS	Dacrocystogram stent Lt	Stent dacrocystogram Lt		
56126	324951000000101	Fluoroscopic dacrocystoplasty (procedure)			IDCGRP	1	I	X	N	Y	IDCGRP	Dacrocystoplasty Rt			
56127	310141000000100	Fluoroscopic dacroystography with insertion of stent (procedure)			IDCGRS	1	I	X	Y	N	IDCGRS	Dacrocystogram stent Rt	Stent dacrocystogram Rt		
56128	324961000000103	Fluoroscopy guided destruction of intervertebral disc by injection (procedure)			IDISCJ	1	I	X	N	Y	IDISCJ	Discolysis			
56129	315621000000107	Fluoroscopy guided percutaneous endoscopic cholangiography with biliary drainage (procedure)			IECBDD	1	I	X	N	Y	IECBDD	PTC & endoscopic biliary drainage	Biliary drainage endoscopic & PTC	Endoscopic biliary drainage & PTC	
56130	313651000000101	Fluroscopy guided endocardial ablation of pulmonary vein (procedure)			IECPVA	1	I	X	N	Y	IECPVA	Cardiac endocardial pulmonary vein Abl	Ablation endocardial pulmonary vein	Endocardial pulmonary vein ablation	
56131	310761000000103	Fluoroscopy guided embolisation (procedure)			IEMBOE	1	I	X	N	Y	IEMBOE	Fluoroscopic guided embolisation	Embolisation fluoroscopic guided		
56132	322961000000108	Fluoroscopy guided replacement of drainage tube (procedure)			IEXCHG	1	I	X	N	Y	IEXCHG	Drainage catheter exchange	Catheter exchange drainage		
56133	322971000000101	Fluoroscopy guided replacement of dialysis catheter (procedure)			IEXDYG	1	I	X	N	Y	IEXDYG	Dialysis catheter exchange	Catheter exchange dialysis		
56134	313691000000109	Fluoroscopy guided injection of facet joint (procedure)			IFACJJ	1	I	X	N	Y	IFACJJ	Fluoroscopic guided facet Jt injection	Injection facet joint	Facet joint injection	
56135	313681000000107	Fluoroscopy guided fallopian tuboplasty (procedure)			IFALTP	1	I	X	N	Y	IFALTP	Fallopian tube tuboplasty	Tuboplasty fallopian tubes		
56136	326871000000108	Fluoroscopy guided insertion of femoral cannula (procedure)			IFEMAI	1	A		N	Y		Femoral line insertion	Line insertion femoral		
56137	323111000000100	Fluoroscopy guided gastrojejunostomy (procedure)			IGAJYD	1	I	X	N	Y	IGAJYD	Gastrojejunostomy			
56138	322911000000106	Fluoroscopy guided replacement of gastrostomy tube (procedure)			IGPEGG	1	I	X	N	Y	IGPEGG	Gastrostomy catheter replacement	Catheter Replacement Gastrostomy		
56139	324971000000105	Fluoroscopy guided insertion of gastrostomy tube (procedure)			IGPEGI	1	I	X	N	Y	IGPEGI	Gastrostomy insertion	Insertion Gastrostomy		
56140	322901000000109	Fluoroscopy guided replacement of gastrojejunostomy tube (procedure)			IGSJXG	1	I	X	N	Y	IGSJXG	Gastrojejunostomy catheter replacement	Catheter Replacement Gastrojejunostomy 		
56141	310431000000100	Fluoroscopy guided removal of calculus from bile duct (procedure)			IGSREX	1	I	X	N	Y	IGSREX	Biliary bile duct calculus removal	Calculus removal biliary	Bile duct calculus removal	
56142	322911000000106	Fluoroscopy guided replacement of gastrostomy tube (procedure)			IGSTX	1	I	X	N	Y	IGSTX	Gastrostomy access recannulation	Recannulation gastrostomy access		
56143	323671000000100	Fluoroscopy guided gastrojejunostomy conversion from gastrostomy (procedure)			IGYJC	1	I	X	N	Y	IGYJC	Gastrostomy to gastrojejunostomy conv			
56144	313701000000109	Fluoroscopy guided insertion of insertion of intra-aortic balloon pump (procedure)			IIABPI	1	I	X	N	Y	IIABPI	Intra aortic balloon pump insertion	IABP	Percutaneous IABP	
56145	313291000000106	Fluoroscopy guided insertion of permanent inferior vena cava filter (procedure)			IIVFPI	1	I	X	N	Y	IIVFPI	Inferior vena cava filter permanent	IVC permanent filter		
56146	313301000000105	Fluoroscopy guided insertion of temporary inferior vena cava filter (procedure)			IIVFTI	1	I	X	N	Y	IIVFTI	Inferior vena cava filter temporary	IVC temporary filter		
56147	323081000000108	Fluoroscopy guided removal of inferior vena cava filter (procedure)			IIVFTX	1	I	X	N	Y	IIVFTX	Inferior vena cava filter removal	IVC filter removal		
56148	323131000000108	Fluoroscopy guided jejunostomy (procedure)			IJPEGI	1	I	X	N	Y	IJPEGI	Jejunostomy			
56149	322921000000100	Fluoroscopy guided replacement of jejunostomy tube (procedure)			IJYCXG	1	I	X	N	Y	IJYCXG	Jejunostomy catheter exchange			
56150	320141000000105	Fluoroscopy guided transjugular biopsy of liver (procedure)			ILITJB	1	I	X	Y	N	ILITJB	Liver biopsy transjugular	Biopsy liver transjugular	Transjugular liver biopsy	
56151	334271000000104	Fluoroscopy guided insertion of metallic stent (procedure)			IMETCS	1	I	X	N	Y	IMETCS	Internal metallic stent			
56152	323121000000106	Fluoroscopy guided nephrostomy (procedure)			INEPBD	2	I	X	N	Y	INEPBD	Nephrostomy Both			
56153	323121000000106	Fluoroscopy guided nephrostomy (procedure)			INEPLD	1	I	X	N	Y	INEPLD	Nephrostomy Lt			
56154	323121000000106	Fluoroscopy guided nephrostomy (procedure)			INEPRD	1	I	X	N	Y	INEPRD	Nephrostomy Rt			
56155	321451000000107	Fluoroscopy guided replacement of nephrostomy tube (procedure)			INEPXG	1	I	X	N	Y	INEPXG	Nephrostomy catheter exchange	Catheter exchange nephrostomy		
56156	324981000000107	Fluoroscopy guided percutaneous nephrolithotomy (procedure)			INEPYX	1	I	X	N	Y	INEPYX	Percutaneous nephrolithotomy	Nephrolithotomy percutaneous		
56157	312571000000103	Fluoroscopy guided insertion of permanent cardiac pacemaker (procedure)			IPACEI	1	I	X	N	Y	IPACEI	Cardiac permanent pacemaker insertion	Insertion permanent pacemaker	Pacemaker permanent insertion	
56158	312581000000101	Fluoroscopy guided replacement of permanent cardiac pacemaker (procedure)			IPACGG	1	I	X	N	Y	IPACGG	Cardiac permanent pacemaker change	Pacemaker permanent change		
56159	312601000000105	Fluoroscopy guided reposition of permanent cardiac pacemaker (procedure)			IPACN	1	I	X	N	Y	IPACN	Cardiac permanent pacemaker reposition	Pacemaker permanent reposition		
56160	312591000000104	Fluoroscopy guided insertion of temporary cardiac pacemaker (procedure)			IPATEI	1	I	X	N	Y	IPATEI	Cardiac pacemaker temporary	Temporary pacemaker cardiac		
56161	312611000000107	Fluoroscopy guided removal of temporary cardiac wire (procedure)			IPATEX	1	I	X	N	Y	IPATEX	Cardiac removal temporary wire	Removal temporary cardiac wire		
56162	315631000000109	Fluoroscopy guided insertion of peritoneal dialysis catheter (procedure)			IPEDCI	1	I	X	N	Y	IPEDCI	Peritoneal dialysis catheter insertion	Dialysis peritoneal catheter insertion	Catheter insertion peritoneal dialysis	
56163	324991000000109	Fluoroscopy guided percutaneous endoscopic gastrostomy (procedure)			IPEG	1	I	X	N	Y	IPEG	Percutaneous endoscopic gastrostomy 	PEG		
56164	310941000000102	Fluoroscopy guided aspiration of pelvis (procedure)			IPELVN	1	I	X	N	Y	IPELVN	Fluoroscopic guided aspiration pelvis	Pelvis aspiration fluoroscopic guided	Aspiration pelvis fluoroscopic guided	
56165	313661000000103	Fluoroscopy guided closure of patent foramen ovale (procedure)			IPFOC	1	I	X	N	Y	IPFOC	Cardiac patent foramen ovale closure	Patent foramen ovale closure cardiac		
56166	334231000000101	Fluoroscopic per oral imaging guided gastrostomy (procedure)			IPIG	1	I	X	N	Y	IPIG	Per oral image guided gastrostomy 	PIG		
56167	312881000000104	Fluoroscopy guided insertion of cardiac biventricular permanent pacemaker (procedure)			IPMBVI	1	I	X	N	Y	IPMBVI	Cardiac Biventricular PPM insertion			
56168	334261000000106	Fluoroscopy guided insertion of portacath (procedure)			IPORCI	1	I	I	N	Y	IVEPOI	Portacath insertion	Insertion of Portacath		
56169	315641000000100	Fluoroscopy guided percutaneous pyeloplasty (procedure)			IPPPBP	2	I	X	N	Y	IPPPBP	Pyeloplasty percutaneous Both	Percutaneous pyeloplasty Both		
